Employee #,Date,Log In,Log Out,First Name,Last Name
10025,6/7/2024,10:23 AM,8:19 PM,Jacklyn,Tolentino
10026,6/7/2024,8:04 AM,5:41 PM,Percival,Gutierrez
10027,6/7/2024,9:36 AM,5:22 PM,Garfield,Manalaysay
10028,6/7/2024,8:29 AM,7:24 PM,Lizeth,Villegas
10029,6/7/2024,9:56 AM,8:35 PM,Carol,Ramos
10030,6/7/2024,8:33 AM,7:10 PM,Emelia,Maceda
10031,6/7/2024,9:18 AM,6:25 PM,Delia,Aguilar
10032,6/7/2024,8:52 AM,7:40 PM,John Rafael,Castro
10033,6/7/2024,8:02 AM,3:02 PM,Carlos Ian,Martinez
10034,6/7/2024,10:38 AM,9:21 PM,Beatriz,Santos
10001,6/10/2024,9:10 AM,6:36 PM,Manuel III,Garcia
10002,6/10/2024,8:02 AM,6:40 PM,Antonio,Lim
10003,6/10/2024,8:58 AM,5:52 PM,Bianca Sofia,Aquino
10004,6/10/2024,10:10 AM,6:58 PM,Isabella,Reyes
10005,6/10/2024,8:05 AM,6:04 PM,Eduard,Hernandez
10006,6/10/2024,8:10 AM,4:39 PM,Andrea Mae,Villanueva
10007,6/10/2024,10:03 AM,5:48 PM,Brad,San Jose
10008,6/10/2024,10:06 AM,7:18 PM,Alice,Romualdez
10009,6/10/2024,8:21 AM,5:52 PM,Rosie,Atienza
10010,6/10/2024,10:55 AM,7:46 PM,Roderick,Alvaro
10011,6/10/2024,8:34 AM,6:32 PM,Anthony,Salcedo
10012,6/10/2024,8:58 AM,5:00 PM,Josie,Lopez
10013,6/10/2024,8:06 AM,3:55 PM,Martha,Farala
10014,6/10/2024,9:43 AM,7:52 PM,Leila,Martinez
10015,6/10/2024,10:27 AM,8:11 PM,Fredrick,Romualdez
10016,6/10/2024,9:58 AM,8:46 PM,Christian,Mata
10017,6/10/2024,9:52 AM,6:35 PM,Selena,De Leon
10018,6/10/2024,10:51 AM,8:16 PM,Allison,San Jose
10019,6/10/2024,9:10 AM,5:11 PM,Cydney,Rosario
10020,6/10/2024,10:10 AM,6:23 PM,Mark,Bautista
10021,6/10/2024,9:03 AM,4:45 PM,Darlene,Lazaro
10022,6/10/2024,10:26 AM,5:58 PM,Kolby,Delos Santos
10023,6/10/2024,9:25 AM,4:34 PM,Vella,Santos
10024,6/10/2024,10:08 AM,7:10 PM,Tomas,Del Rosario
10025,6/10/2024,8:18 AM,6:17 PM,Jacklyn,Tolentino
10026,6/10/2024,8:42 AM,5:01 PM,Percival,Gutierrez
10027,6/10/2024,8:06 AM,3:36 PM,Garfield,Manalaysay
10028,6/10/2024,9:28 AM,4:52 PM,Lizeth,Villegas
10029,6/10/2024,9:09 AM,5:05 PM,Carol,Ramos
10030,6/10/2024,8:21 AM,5:24 PM,Emelia,Maceda
10031,6/10/2024,10:24 AM,8:26 PM,Delia,Aguilar
10032,6/10/2024,10:13 AM,8:59 PM,John Rafael,Castro
10033,6/10/2024,8:14 AM,5:40 PM,Carlos Ian,Martinez
10034,6/10/2024,8:01 AM,5:28 PM,Beatriz,Santos
10001,6/11/2024,10:30 AM,8:53 PM,Manuel III,Garcia
10002,6/11/2024,9:55 AM,7:49 PM,Antonio,Lim
10003,6/11/2024,9:35 AM,5:06 PM,Bianca Sofia,Aquino
10004,6/11/2024,9:28 AM,8:26 PM,Isabella,Reyes
10005,6/11/2024,8:48 AM,4:10 PM,Eduard,Hernandez
10006,6/11/2024,9:26 AM,6:47 PM,Andrea Mae,Villanueva
10007,6/11/2024,9:18 AM,5:50 PM,Brad,San Jose
10008,6/11/2024,8:09 AM,5:46 PM,Alice,Romualdez
10009,6/11/2024,8:28 AM,6:03 PM,Rosie,Atienza
10010,6/11/2024,8:23 AM,3:46 PM,Roderick,Alvaro
10011,6/11/2024,10:09 AM,5:16 PM,Anthony,Salcedo
10012,6/11/2024,10:11 AM,6:50 PM,Josie,Lopez
10013,6/11/2024,8:40 AM,7:20 PM,Martha,Farala
10014,6/11/2024,10:46 AM,8:44 PM,Leila,Martinez
10015,6/11/2024,8:51 AM,5:19 PM,Fredrick,Romualdez
10016,6/11/2024,9:10 AM,4:26 PM,Christian,Mata
10017,6/11/2024,9:47 AM,7:03 PM,Selena,De Leon
10018,6/11/2024,9:32 AM,5:59 PM,Allison,San Jose
10019,6/11/2024,9:49 AM,7:35 PM,Cydney,Rosario
10020,6/11/2024,9:59 AM,5:53 PM,Mark,Bautista
10021,6/11/2024,9:33 AM,6:51 PM,Darlene,Lazaro
10022,6/11/2024,9:28 AM,6:33 PM,Kolby,Delos Santos
10023,6/11/2024,8:48 AM,7:10 PM,Vella,Santos
10024,6/11/2024,9:49 AM,5:56 PM,Tomas,Del Rosario
10025,6/11/2024,8:21 AM,5:48 PM,Jacklyn,Tolentino
10026,6/11/2024,10:35 AM,8:15 PM,Percival,Gutierrez
10027,6/11/2024,10:18 AM,7:33 PM,Garfield,Manalaysay
10028,6/11/2024,8:56 AM,6:11 PM,Lizeth,Villegas
10029,6/11/2024,9:43 AM,7:23 PM,Carol,Ramos
10030,6/11/2024,8:20 AM,6:18 PM,Emelia,Maceda
10031,6/11/2024,9:04 AM,5:38 PM,Delia,Aguilar
10032,6/11/2024,9:11 AM,5:52 PM,John Rafael,Castro
10033,6/11/2024,10:15 AM,8:21 PM,Carlos Ian,Martinez
10034,6/11/2024,10:39 AM,5:46 PM,Beatriz,Santos
10001,6/12/2024,8:37 AM,6:25 PM,Manuel III,Garcia
10002,6/12/2024,9:04 AM,6:20 PM,Antonio,Lim
10003,6/12/2024,10:51 AM,8:14 PM,Bianca Sofia,Aquino
10004,6/12/2024,9:12 AM,4:56 PM,Isabella,Reyes
10005,6/12/2024,10:10 AM,6:34 PM,Eduard,Hernandez
10006,6/12/2024,9:15 AM,6:49 PM,Andrea Mae,Villanueva
10007,6/12/2024,9:01 AM,4:14 PM,Brad,San Jose
10008,6/12/2024,9:55 AM,5:36 PM,Alice,Romualdez
10009,6/12/2024,10:27 AM,8:01 PM,Rosie,Atienza
10010,6/12/2024,10:48 AM,7:52 PM,Roderick,Alvaro
10011,6/12/2024,8:57 AM,7:50 PM,Anthony,Salcedo
10012,6/12/2024,10:45 AM,7:08 PM,Josie,Lopez
10013,6/12/2024,9:34 AM,7:14 PM,Martha,Farala
10014,6/12/2024,9:06 AM,6:52 PM,Leila,Martinez
10015,6/12/2024,8:53 AM,5:12 PM,Fredrick,Romualdez
10016,6/12/2024,10:38 AM,8:53 PM,Christian,Mata
10017,6/12/2024,9:05 AM,4:27 PM,Selena,De Leon
10018,6/12/2024,8:25 AM,3:59 PM,Allison,San Jose
10019,6/12/2024,10:09 AM,6:38 PM,Cydney,Rosario
10020,6/12/2024,8:50 AM,4:42 PM,Mark,Bautista
10021,6/12/2024,10:09 AM,7:52 PM,Darlene,Lazaro
10022,6/12/2024,10:35 AM,9:04 PM,Kolby,Delos Santos
10023,6/12/2024,10:53 AM,8:58 PM,Vella,Santos
10024,6/12/2024,10:05 AM,6:59 PM,Tomas,Del Rosario
10025,6/12/2024,8:23 AM,5:26 PM,Jacklyn,Tolentino
10026,6/12/2024,8:03 AM,5:02 PM,Percival,Gutierrez
10027,6/12/2024,9:15 AM,4:57 PM,Garfield,Manalaysay
10028,6/12/2024,10:33 AM,6:46 PM,Lizeth,Villegas
10029,6/12/2024,8:37 AM,4:08 PM,Carol,Ramos
10030,6/12/2024,8:20 AM,4:05 PM,Emelia,Maceda
10031,6/12/2024,9:36 AM,8:16 PM,Delia,Aguilar
10032,6/12/2024,9:16 AM,7:11 PM,John Rafael,Castro
10033,6/12/2024,8:11 AM,5:57 PM,Carlos Ian,Martinez
10034,6/12/2024,8:56 AM,6:37 PM,Beatriz,Santos
10001,6/13/2024,8:24 AM,7:20 PM,Manuel III,Garcia
10002,6/13/2024,8:35 AM,6:33 PM,Antonio,Lim
10003,6/13/2024,8:53 AM,7:06 PM,Bianca Sofia,Aquino
10004,6/13/2024,9:49 AM,5:38 PM,Isabella,Reyes
10005,6/13/2024,9:56 AM,6:07 PM,Eduard,Hernandez
10006,6/13/2024,10:47 AM,7:54 PM,Andrea Mae,Villanueva
10007,6/13/2024,10:00 AM,6:49 PM,Brad,San Jose
10008,6/13/2024,9:14 AM,7:44 PM,Alice,Romualdez
10009,6/13/2024,10:09 AM,5:16 PM,Rosie,Atienza
10010,6/13/2024,10:59 AM,9:30 PM,Roderick,Alvaro
10011,6/13/2024,8:08 AM,5:12 PM,Anthony,Salcedo
10012,6/13/2024,9:10 AM,5:36 PM,Josie,Lopez
10013,6/13/2024,9:13 AM,6:23 PM,Martha,Farala
10014,6/13/2024,10:56 AM,9:55 PM,Leila,Martinez
10015,6/13/2024,9:49 AM,5:47 PM,Fredrick,Romualdez
10016,6/13/2024,8:48 AM,4:16 PM,Christian,Mata
10017,6/13/2024,9:10 AM,7:57 PM,Selena,De Leon
10018,6/13/2024,8:02 AM,5:45 PM,Allison,San Jose
10019,6/13/2024,9:44 AM,8:13 PM,Cydney,Rosario
10020,6/13/2024,10:17 AM,6:23 PM,Mark,Bautista
10021,6/13/2024,8:47 AM,5:17 PM,Darlene,Lazaro
10022,6/13/2024,9:11 AM,5:26 PM,Kolby,Delos Santos
10023,6/13/2024,9:30 AM,7:55 PM,Vella,Santos
10024,6/13/2024,10:53 AM,6:33 PM,Tomas,Del Rosario
10025,6/13/2024,9:11 AM,5:41 PM,Jacklyn,Tolentino
10026,6/13/2024,9:35 AM,6:44 PM,Percival,Gutierrez
10027,6/13/2024,8:44 AM,7:30 PM,Garfield,Manalaysay
10028,6/13/2024,10:22 AM,7:14 PM,Lizeth,Villegas
10029,6/13/2024,8:06 AM,5:03 PM,Carol,Ramos
10030,6/13/2024,9:34 AM,4:40 PM,Emelia,Maceda
10031,6/13/2024,8:20 AM,5:02 PM,Delia,Aguilar
10032,6/13/2024,9:00 AM,6:18 PM,John Rafael,Castro
10033,6/13/2024,10:17 AM,6:35 PM,Carlos Ian,Martinez
10034,6/13/2024,8:35 AM,3:37 PM,Beatriz,Santos
10001,6/14/2024,9:28 AM,7:24 PM,Manuel III,Garcia
10002,6/14/2024,8:22 AM,5:34 PM,Antonio,Lim
10003,6/14/2024,10:20 AM,6:16 PM,Bianca Sofia,Aquino
10004,6/14/2024,9:32 AM,8:09 PM,Isabella,Reyes
10005,6/14/2024,8:50 AM,4:13 PM,Eduard,Hernandez
10006,6/14/2024,9:36 AM,4:42 PM,Andrea Mae,Villanueva
10007,6/14/2024,8:12 AM,4:15 PM,Brad,San Jose
10008,6/14/2024,8:40 AM,6:51 PM,Alice,Romualdez
10009,6/14/2024,8:16 AM,6:15 PM,Rosie,Atienza
10010,6/14/2024,9:41 AM,8:11 PM,Roderick,Alvaro
10011,6/14/2024,9:49 AM,5:31 PM,Anthony,Salcedo
10012,6/14/2024,8:39 AM,4:13 PM,Josie,Lopez
10013,6/14/2024,8:11 AM,4:02 PM,Martha,Farala
10014,6/14/2024,10:43 AM,9:35 PM,Leila,Martinez
10015,6/14/2024,8:25 AM,6:56 PM,Fredrick,Romualdez
10016,6/14/2024,8:23 AM,4:51 PM,Christian,Mata
10017,6/14/2024,9:40 AM,5:06 PM,Selena,De Leon
10018,6/14/2024,10:43 AM,6:48 PM,Allison,San Jose
10019,6/14/2024,9:30 AM,8:15 PM,Cydney,Rosario
10020,6/14/2024,8:53 AM,6:16 PM,Mark,Bautista
10021,6/14/2024,9:44 AM,6:25 PM,Darlene,Lazaro
10022,6/14/2024,10:50 AM,6:13 PM,Kolby,Delos Santos
10023,6/14/2024,10:53 AM,6:21 PM,Vella,Santos
10024,6/14/2024,10:32 AM,8:01 PM,Tomas,Del Rosario
10025,6/14/2024,10:47 AM,8:27 PM,Jacklyn,Tolentino
10026,6/14/2024,8:34 AM,4:56 PM,Percival,Gutierrez
10027,6/14/2024,10:59 AM,7:33 PM,Garfield,Manalaysay
10028,6/14/2024,8:09 AM,6:57 PM,Lizeth,Villegas
10029,6/14/2024,8:06 AM,6:49 PM,Carol,Ramos
10030,6/14/2024,10:29 AM,8:21 PM,Emelia,Maceda
10031,6/14/2024,10:28 AM,9:27 PM,Delia,Aguilar
10032,6/14/2024,10:40 AM,8:16 PM,John Rafael,Castro
10033,6/14/2024,9:32 AM,7:35 PM,Carlos Ian,Martinez
10034,6/14/2024,9:26 AM,7:24 PM,Beatriz,Santos
10001,6/17/2024,9:07 AM,7:10 PM,Manuel III,Garcia
10002,6/17/2024,9:44 AM,6:35 PM,Antonio,Lim
10003,6/17/2024,10:46 AM,8:54 PM,Bianca Sofia,Aquino
10004,6/17/2024,8:50 AM,5:42 PM,Isabella,Reyes
10005,6/17/2024,9:36 AM,6:09 PM,Eduard,Hernandez
10006,6/17/2024,10:33 AM,8:06 PM,Andrea Mae,Villanueva
10007,6/17/2024,9:38 AM,6:50 PM,Brad,San Jose
10008,6/17/2024,10:42 AM,6:58 PM,Alice,Romualdez
10009,6/17/2024,10:20 AM,7:02 PM,Rosie,Atienza
10010,6/17/2024,9:15 AM,4:52 PM,Roderick,Alvaro
10011,6/17/2024,8:55 AM,6:30 PM,Anthony,Salcedo
10012,6/17/2024,10:55 AM,8:19 PM,Josie,Lopez
10013,6/17/2024,10:01 AM,8:57 PM,Martha,Farala
10014,6/17/2024,10:21 AM,8:16 PM,Leila,Martinez
10015,6/17/2024,9:16 AM,8:00 PM,Fredrick,Romualdez
10016,6/17/2024,10:01 AM,7:45 PM,Christian,Mata
10017,6/17/2024,9:30 AM,5:12 PM,Selena,De Leon
10018,6/17/2024,10:55 AM,8:17 PM,Allison,San Jose
10019,6/17/2024,10:40 AM,7:43 PM,Cydney,Rosario
10020,6/17/2024,8:05 AM,6:31 PM,Mark,Bautista
10021,6/17/2024,10:25 AM,8:02 PM,Darlene,Lazaro
10022,6/17/2024,9:40 AM,8:22 PM,Kolby,Delos Santos
10023,6/17/2024,9:59 AM,6:10 PM,Vella,Santos
10024,6/17/2024,9:26 AM,7:41 PM,Tomas,Del Rosario
10025,6/17/2024,9:48 AM,5:00 PM,Jacklyn,Tolentino
10026,6/17/2024,8:51 AM,6:33 PM,Percival,Gutierrez
10027,6/17/2024,9:44 AM,8:40 PM,Garfield,Manalaysay
10028,6/17/2024,10:42 AM,8:23 PM,Lizeth,Villegas
10029,6/17/2024,8:39 AM,6:38 PM,Carol,Ramos
10030,6/17/2024,10:37 AM,8:45 PM,Emelia,Maceda
10031,6/17/2024,8:15 AM,6:19 PM,Delia,Aguilar
10032,6/17/2024,10:52 AM,6:42 PM,John Rafael,Castro
10033,6/17/2024,9:02 AM,5:05 PM,Carlos Ian,Martinez
10034,6/17/2024,8:58 AM,4:23 PM,Beatriz,Santos
10001,6/18/2024,8:32 AM,6:35 PM,Manuel III,Garcia
10002,6/18/2024,9:55 AM,5:35 PM,Antonio,Lim
10003,6/18/2024,8:38 AM,6:30 PM,Bianca Sofia,Aquino
10004,6/18/2024,10:56 AM,9:09 PM,Isabella,Reyes
10005,6/18/2024,10:24 AM,5:43 PM,Eduard,Hernandez
10006,6/18/2024,10:38 AM,8:08 PM,Andrea Mae,Villanueva
10007,6/18/2024,9:32 AM,6:44 PM,Brad,San Jose
10008,6/18/2024,9:42 AM,5:50 PM,Alice,Romualdez
10009,6/18/2024,9:50 AM,8:38 PM,Rosie,Atienza
10010,6/18/2024,10:27 AM,5:53 PM,Roderick,Alvaro
10011,6/18/2024,10:42 AM,5:51 PM,Anthony,Salcedo
10012,6/18/2024,10:05 AM,7:29 PM,Josie,Lopez
10013,6/18/2024,8:39 AM,5:22 PM,Martha,Farala
10014,6/18/2024,9:35 AM,5:36 PM,Leila,Martinez
10015,6/18/2024,9:23 AM,7:32 PM,Fredrick,Romualdez
10016,6/18/2024,9:48 AM,8:06 PM,Christian,Mata
10017,6/18/2024,10:53 AM,9:03 PM,Selena,De Leon
10018,6/18/2024,8:46 AM,6:58 PM,Allison,San Jose
10019,6/18/2024,10:30 AM,6:51 PM,Cydney,Rosario
10020,6/18/2024,10:17 AM,5:37 PM,Mark,Bautista
10021,6/18/2024,9:02 AM,5:36 PM,Darlene,Lazaro
10022,6/18/2024,10:31 AM,8:21 PM,Kolby,Delos Santos
10023,6/18/2024,10:35 AM,7:00 PM,Vella,Santos
10024,6/18/2024,9:34 AM,6:17 PM,Tomas,Del Rosario
10025,6/18/2024,9:33 AM,6:29 PM,Jacklyn,Tolentino
10026,6/18/2024,9:31 AM,5:55 PM,Percival,Gutierrez
10027,6/18/2024,10:11 AM,7:05 PM,Garfield,Manalaysay
10028,6/18/2024,8:38 AM,6:56 PM,Lizeth,Villegas
10029,6/18/2024,10:38 AM,8:05 PM,Carol,Ramos
10030,6/18/2024,9:42 AM,4:47 PM,Emelia,Maceda
10031,6/18/2024,8:43 AM,7:22 PM,Delia,Aguilar
